PuzzleId,SF_Material,SF_Positional,SF_Final_Eval
bqlqJ,0.29,-0.29,0.01
OlixV,-0.14,0.41,0.36
gPF2V,0.49,-0.51,0.04
wEvoy,0.0,-0.75,-0.92
Z3Xhc,0.9,0.83,-2.17
MVDBH,0.04,0.67,0.86
WClAx,-3.52,3.63,-0.79
Loy10,0.73,0.81,1.99
8XC6K,1.09,0.32,-1.69
U1PMs,0.9,1.32,2.46
tQqc8,1.01,-0.04,1.15
1UfZr,,,
xgeyL,-0.43,0.66,-0.29
KvlsE,4.82,-0.82,1.44
Igh9W,-0.14,1.57,-1.64
rmT53,0.25,-0.2,-0.05
BP15p,0.07,-0.12,0.06
zNGvd,0.7,1.89,-2.8
KbO20,-0.04,0.19,-0.18
spctZ,-0.21,-0.24,-0.57
aGEVS,0.03,-0.74,0.84
RWwfz,1.85,0.04,2.02
V8u6B,1.09,2.16,-3.76
rph3d,5.11,-0.94,-2.53
0BZyM,1.12,-0.31,0.87
MYrSW,0.64,-0.49,0.12
aQuEm,0.86,-0.92,-0.12
zoR3D,1.94,1.99,-4.73
6sINU,2.17,-0.21,2.05
gNy5S,0.09,-1.02,1.1
GPetO,0.46,0.53,-1.18
glIYM,1.51,0.25,1.83
VuJWA,6.06,-3.61,2.37
EmXZc,0.52,-0.66,0.18
5YLwW,-0.03,0.04,0.01
uYGjP,0.25,-1.57,1.6
S8ndW,0.1,0.82,-1.11
b9J2Z,1.92,-2.46,-0.71
1rd5J,0.11,-0.15,0.05
ROc8u,,,
0yUe1,-0.04,-0.05,0.11
igghg,,,
CbzqK,,,
0ZwZv,,,
k1zdI,0.12,-1.22,1.31
aruBk,0.57,-0.05,0.64
Caece,-0.16,1.08,1.1
FSd6c,2.0,-0.29,1.86
FJUC7,0.08,-0.21,0.17
l5kPI,0.95,-0.15,0.94
0jR1P,2.86,-1.05,1.87
zCR5K,,,
wdzMT,1.65,1.21,-3.5
TDv5S,0.4,0.83,-1.31
yNrZO,-0.56,-1.56,2.52
Xzt6Q,,,
gUbGN,-0.26,-0.07,0.4
v76Rd,,,
FDjT6,-0.08,1.28,-1.45
AVSWl,-1.07,-0.16,-1.43
9NBQm,0.27,0.29,-0.71
6OolL,,,
Il8BJ,0.0,-1.17,-1.37
reCdx,,,
TG92n,-0.3,0.33,0.05
j1FxZ,0.26,-0.05,-0.21
Nmr7d,0.55,0.09,-0.76
mozhW,0.74,2.41,-3.23
WOoG7,-0.14,-0.81,1.1
GcV0q,1.78,-3.49,2.13
UMNU9,0.83,0.07,1.04
al7I9,0.18,0.04,0.27
gp0ZB,-0.17,-0.7,1.07
yOSIw,1.66,-0.06,-1.64
5fDJz,2.17,0.61,2.52
fwSZB,0.84,-0.06,0.92
bQ0Sr,,,
NnguN,-0.06,0.08,0.02
HbN98,0.88,-1.58,-0.83
0Bw3X,-0.14,-0.36,-0.54
s0xBm,0.51,0.78,-1.53
aMza7,1.02,0.2,-1.54
Vrf3N,0.79,0.38,1.39
7diAd,2.72,-2.63,0.04
IVaky,0.27,0.48,-0.93
gd1QV,,,
VB9If,0.73,-0.03,-0.81
EaJbY,0.21,0.86,1.17
fafmF,0.92,0.04,-1.16
PqCiL,0.32,-1.53,1.52
QtQsh,4.31,-3.0,0.74
O0YLu,,,
MYViQ,2.05,1.64,3.88
tSXoJ,-0.25,0.26,0.03
T75ML,1.61,1.72,3.65
XghrC,0.96,1.48,2.97
AdoCU,3.52,-1.08,-0.86
lRjjb,-1.69,2.03,-0.52
Qfqbm,3.18,0.28,2.66
mNK6T,,,
fxzBe,0.45,-0.1,-0.4
9B2sX,2.08,-1.6,1.35
jalT8,-0.58,0.12,0.57
jLMI8,1.18,0.88,-2.42
jQZIC,0.31,3.03,3.44
kDzYb,3.07,-2.21,1.52
lsMem,2.96,-2.42,-2.28
8V68V,0.64,-0.53,-0.11
lZIcU,0.23,0.58,-1.04
oZgE1,1.29,1.49,3.05
YwX7T,1.64,0.42,-2.28
J8oXw,0.0,0.09,-0.1
ldPZY,,,
5CaK2,0.29,0.34,0.7
1IRYs,1.06,-0.22,-0.93
N8ZcH,1.34,0.88,-2.56
aZ0VJ,-0.54,-0.58,-1.38
DU55L,0.08,-0.2,-0.17
w7NqO,-0.13,-0.07,0.24
L5u9R,0.12,0.12,-0.31
q7fv7,0.12,0.18,-0.28
bw2F8,1.69,-2.32,0.84
EwYR7,1.73,-0.9,-0.86
3KT8W,-0.18,0.26,0.11
SpYAd,-0.18,-0.88,1.2
o277V,-0.92,2.32,1.55
Xqm0a,3.37,-0.1,3.29
ulTzB,-0.09,-0.85,1.16
SuYVf,0.87,0.4,1.57
Qu91j,1.62,-2.14,0.65
Fas9b,0.25,-0.28,-0.04
MRxyq,-0.29,-0.33,0.76
7oe6v,-0.74,0.62,0.1
aIrvI,0.76,-1.18,-0.52
xpHCx,0.54,0.45,-1.15
rL0ao,0.01,-0.12,0.12
2A2nF,,,
URuR5,-1.2,-0.41,-1.99
aXYnh,1.42,1.69,-3.63
eL9xL,0.45,0.06,-0.65
kDWih,1.87,-2.32,0.62
36YWW,-0.02,-0.01,0.03
n2QaT,-0.1,0.55,-0.51
DFmET,,,
yQBDe,,,
JNxFc,0.75,0.37,-1.37
f0oc4,-2.04,3.16,1.3
GRvSr,1.57,-2.21,0.83
WKf7k,-0.25,-0.55,-0.99
hvQC5,3.79,-1.09,2.45
zOJOa,0.24,0.17,0.44
35TzO,-0.65,0.91,-0.31
jmLvA,3.2,0.34,3.74
MeBzW,0.25,-0.65,-0.51
cJVlm,,,
1v3wC,1.11,0.04,-1.36
PceUb,-0.56,0.09,0.59
S4vpl,0.62,0.41,-1.24
SFTZ3,,,
MHtfj,2.58,1.27,4.25
kRna6,0.05,0.68,0.93
9vf1U,2.14,0.09,-2.55
7F6Z9,0.84,0.79,-2.08
KOkTW,-0.4,-0.54,1.0
IbotB,,,
xbAVV,,,
ygpeL,1.52,2.71,-4.88
RF8qz,0.04,0.43,0.62
hq23A,,,
Uof0u,0.6,0.13,-0.91
rq1eN,1.96,-0.26,-1.85
7fM12,-0.09,0.04,-0.06
UwuDy,-0.24,-1.67,2.08
EdRnc,-0.3,0.43,-0.18
XAngc,-0.04,-0.39,0.56
oG6tx,,,
P9eKl,-0.02,-0.66,0.74
MPr7h,-0.17,0.18,0.02
5KRnb,-0.19,-0.1,-0.31
h0UVm,0.28,0.38,-0.74
NQVc5,,,
hPoVa,3.22,0.69,-3.14
M5BVl,0.36,0.12,-0.59
mrcrI,-0.06,-0.49,0.63
O3iuQ,-0.33,0.34,0.03
1w0Fe,,,
nyIhr,-2.49,1.22,1.36
4sudl,-0.02,-0.14,0.2
BR9St,0.42,1.74,-2.24
zJ4uP,1.18,0.77,-2.18
DGa4v,-0.01,0.01,0.01
oSBZC,0.84,0.33,-1.36
RrHoC,0.88,-1.03,0.21
tqLJM,0.92,0.58,-1.62
DL6N0,,,
ZW6dK,,,
SA9xz,3.12,0.6,3.62
Jc1zf,,,
QqciI,-1.33,1.18,-0.11
qktBP,1.64,0.86,2.87
NzrNe,3.67,-2.03,1.84
OQHgS,-0.48,-0.3,0.95
lKzXG,0.48,0.52,-1.18
8nvyz,1.63,0.11,-2.05
QEhAZ,2.83,-2.94,0.25
QzEkr,0.65,-0.19,0.5
vHdLw,-0.4,-0.27,-0.87
eaIMb,-0.27,0.41,-0.19
ryppR,,,
ETWGD,-0.27,0.87,-0.77
LwOi7,-0.34,-1.98,2.82
vCfhT,-0.42,0.51,-0.13
3U0HA,,,
YtkD4,0.08,-0.11,0.04
NHQzZ,,,
d8AQh,0.23,0.76,1.16
Zsdh8,0.01,-0.36,0.37
3uvll,,,
O0z35,0.36,-0.21,0.15
Kwz8S,0.06,-0.7,0.76
CDdCv,-0.75,-0.26,1.25
Nuyph,,,
ULgKr,0.35,0.61,1.17
JLn7j,,,
alw2w,1.54,0.72,2.46
bfpKg,0.06,0.49,-0.67
xYz51,-0.3,-0.44,0.87
I5Dqq,-0.02,-0.04,-0.07
D7DIE,0.37,-0.88,0.66
YuTs7,2.56,0.11,-2.38
gIhyi,-0.29,0.52,0.29
ZhUl8,0.79,-0.48,0.31
aHmUc,0.88,1.18,-2.48
SZJQ6,0.56,0.41,1.22
QsWjL,0.34,0.24,0.65
0balb,0.02,-0.49,0.59
qNZpL,-0.3,0.07,0.28
NSSx2,0.03,0.4,-0.52
FgMYG,0.31,0.76,1.32
rmppy,0.91,-0.1,-0.96
mu7Cb,0.63,1.08,2.16
91vkQ,1.89,-1.61,-0.21
uk7k5,-0.16,-1.26,1.81
n3cnJ,-0.78,-1.44,2.37
aPWPC,0.19,1.15,1.43
D9I40,1.3,1.01,2.87
fpQtQ,1.11,0.0,1.14
7Sg6l,-0.06,-0.11,0.15
9jnA1,1.8,1.82,4.5
UU4mt,-0.45,-0.23,0.78
ca0s4,,,
5BmXU,0.9,2.37,3.44
WdWXZ,0.7,-0.32,-0.46
CxWqQ,,,
m5iIH,0.05,0.43,-0.6
Yg1Df,0.36,-1.02,-0.72
NqFvF,,,
BI4Qf,0.45,0.98,1.67
NH73d,0.33,1.89,2.77
2Mw7b,-1.19,0.71,0.51
dcvn6,,,
j1epI,,,
4JNab,-0.44,1.74,1.54
bVXB7,1.39,0.12,-1.82
nQZdE,,,
x1DM9,,,
fG9O8,1.52,0.07,-1.78
3uz4P,2.79,0.1,-2.72
GP8rG,-0.36,1.02,0.84
fRIbk,0.5,-0.29,-0.2
dw48S,,,
gD3cj,0.82,-0.65,-0.14
r6tpA,0.24,0.28,-0.67
rN4vw,1.04,2.39,-3.83
P2KWK,0.76,1.35,2.54
gTkrt,1.04,0.23,-1.48
bLyVR,,,
h5TbH,0.77,0.17,-1.05
7gtuy,-0.04,1.15,-1.37
VMjTY,2.13,0.02,-2.18
x3PiC,1.24,0.59,2.26
2KTcF,0.97,0.73,1.98
22wM0,,,
bwabU,-0.55,0.63,-0.11
kr7ZD,,,
T5KhU,1.62,2.04,3.78
2BqIc,-0.07,-0.07,0.15
5xxkL,0.2,0.64,-0.99
rVbcq,0.37,-0.64,0.34
S9uyu,,,
pb4e9,0.8,0.02,-0.96
CKRUQ,,,
RcSDy,-0.06,-0.27,-0.38
tFlXb,0.75,0.75,-1.74
ERDrb,0.48,-0.08,0.44
JQ3EA,-0.22,-0.48,0.85
UQtkD,0.34,1.12,-1.77
H04ax,0.48,-0.55,0.09
net8f,-0.44,-0.91,1.58
HPdB8,-1.7,-0.1,2.09
kWukM,-0.06,0.22,0.21
t4bAv,-0.67,-0.11,-0.82
H0dWX,0.05,-0.55,-0.63
i5LiI,0.13,-0.07,-0.05
m5AvO,-0.28,-0.67,1.21
nV7dV,4.24,-1.55,1.34
A7ZHW,,,
4SW2N,2.21,1.59,4.12
lijF8,0.45,-0.4,-0.03
5Ezsg,,,
IASyG,1.03,-0.07,-1.09
IbeBr,0.61,-0.14,-0.56
9gIS4,0.07,1.07,1.39
G3E9V,-0.13,-0.43,-0.57
1ed7y,0.97,-1.55,0.71
iUJnr,-0.39,-1.23,1.75
uipCg,1.91,2.36,4.73
0DdKT,0.33,0.1,-0.55
CWAlf,0.76,-1.39,-0.71
yeank,0.51,0.83,-1.63
ShOUR,,,
ucH7k,-0.35,0.27,0.07
nKcjz,,,
Xd5dv,4.48,1.08,4.56
cp0o5,6.05,-3.79,2.2
zDQE9,2.47,1.68,-4.75
6ZUdI,0.14,0.13,-0.31
2oWjc,0.18,0.94,1.37
w3OcL,0.89,0.67,1.66
zPz88,0.08,-0.16,0.09
VaMSe,1.24,0.75,-2.36
rQ3Db,1.26,0.34,1.87
bLT4T,,,
NN83b,0.24,-0.1,0.15
sbtjh,-0.24,1.36,-1.37
PyWVv,1.66,-0.98,-0.7
RcFPY,2.41,-0.7,-1.94
fur1N,0.62,-0.56,-0.04
ippW7,-2.59,1.38,2.07
SHUm0,-0.02,-0.8,0.85
XOnnn,,,
pY1sl,0.83,0.08,1.02
Zojy5,0.33,0.92,-1.41
kFMnL,0.62,0.36,-1.24
tq3bA,0.21,0.37,-0.74
G0uub,2.3,-1.23,-1.09
cF3gc,3.27,-2.19,-1.04
jCOdq,0.33,-0.49,0.19
AfOWH,-0.1,-0.29,-0.48
kzgkT,-0.12,0.59,0.58
Nu1zH,0.4,1.15,1.82
3yQkD,0.33,-0.09,0.27
nlZIv,0.22,-0.24,0.03
bEJgo,0.85,-0.67,-0.15
MqeUz,0.0,-0.03,0.02
mvt9W,1.24,1.71,3.42
fsuZk,1.04,-0.97,-0.02
374Ov,-0.18,0.64,0.61
MPeOr,0.14,-0.14,-0.01
3k8Og,-0.39,-0.06,0.53
e4iTW,,,
PtbRm,0.45,0.27,-0.9
zb8Ne,1.38,-0.21,-1.3
aH7aV,1.37,-0.99,-0.31
ZjVYE,0.54,0.46,-1.06
l3Q0O,-0.1,0.45,-0.47
rkbSO,0.31,0.04,0.44
6XRNK,1.33,1.65,3.23
oRS7i,1.92,1.98,-4.93
I8C8B,1.08,0.52,1.84
o5l6d,,,
SiETh,0.01,-1.08,1.31
Abj9y,0.39,0.14,0.64
9nMvi,-0.16,-0.44,0.72
zUsBp,0.38,0.25,0.72
HUQcw,0.15,1.84,2.43
3oyXS,0.18,0.66,-1.0
O8o6n,0.19,-0.11,0.09
egffx,2.98,0.15,-2.06
pnjCN,0.22,0.42,0.8
lSxt3,-0.26,-0.51,0.95
86hJX,2.5,0.81,3.93
0gxmg,1.96,0.81,-3.31
CL88j,0.73,0.78,1.92
uB4qO,,,
C8jNv,-0.02,0.32,0.4
REiUy,-0.24,0.24,0.01
i0Dh5,-3.17,1.96,1.21
wxruZ,0.47,0.53,-1.06
1BgX4,,,
5Hg3z,0.26,0.77,1.25
oV424,0.31,-0.16,-0.17
7GnTH,2.92,0.99,-2.88
MnAQo,-0.76,0.29,-0.55
7UDwS,-0.27,-0.55,-1.08
BaYCB,0.07,0.17,0.27
rWg8a,0.17,0.81,1.16
71mXY,0.27,-0.23,0.03
Kkun2,-0.28,-0.17,-0.46
NiXPK,0.39,-1.1,-0.86
fmAA8,-0.84,-0.98,2.29
g97Vh,0.73,-0.81,-0.14
lHQgq,-0.04,0.1,0.07
7pdNm,2.03,0.37,2.83
IYemW,-1.47,-0.35,2.19
b91l3,-0.07,0.45,0.45
BOiZV,0.69,1.21,-2.29
a59VM,0.79,0.77,-1.95
BcrX0,0.49,1.24,2.1
hLNGL,-0.16,-0.14,0.3
kQM7s,0.44,0.4,1.0
HjNPe,-0.06,1.1,1.24
9jlec,0.11,-0.47,0.47
nYyQt,0.91,-1.58,0.83
YSMnQ,,,
u8HkG,-0.37,-0.87,1.45
bSNE4,0.72,-2.3,1.91
IS57e,0.31,0.01,0.38
tFcEr,-0.09,0.11,-0.03
BfLAo,-0.02,-0.93,1.26
vcpXZ,0.48,0.88,1.6
JZqMb,2.91,-3.82,1.12
hMe6p,-0.37,0.63,-0.35
95enF,0.55,-0.32,-0.24
tnzkx,,,
HCUcQ,-0.13,-0.72,-1.05
aziQu,-0.02,-0.1,-0.13
QMwE9,,,
uIEmT,-0.17,0.35,-0.22
ANX6h,0.55,2.57,-3.6
gr5Fm,0.53,0.54,-1.32
ywy0j,1.78,1.17,1.27
Ddwgv,0.25,1.97,2.59
QIoZe,0.65,0.77,1.5
xBlRx,-2.07,0.27,-2.09
IdiyL,0.86,0.48,-1.56
U5cNB,,,
UOXQU,1.41,0.19,-1.87
EXKTi,0.04,-0.14,0.13
QR3Ij,0.13,1.67,-2.04
OyaAh,-0.53,-1.18,-2.03
UFAJj,0.62,0.16,-0.96
EuULR,0.34,-0.29,0.05
jnBdr,-1.56,-0.96,3.1
2JBsy,0.33,0.98,-1.63
tq3nN,-0.28,-1.21,-1.74
FauX3,-0.21,0.16,0.05
7ovMc,-0.81,-0.58,1.76
hjtyV,-0.22,-1.03,1.41
BTITO,0.86,0.92,2.07
JK13L,-0.31,0.11,-0.23
C8whI,0.53,0.1,-0.72
92qj7,0.36,1.37,2.15
rqyL4,,,
okzXC,1.14,-0.08,1.19
HivbH,-0.26,0.29,-0.04
wc3vF,1.32,0.48,2.16
UPeyy,,,
p1bp6,,,
kQlfd,1.52,0.15,-1.71
yN6e0,-0.24,-0.06,0.37
dl7aA,0.1,-0.39,0.33
H3zo3,-0.2,0.2,-0.01
RPFQv,-0.09,0.52,-0.54
aIHsJ,-0.08,-0.42,-0.53
GFpSY,0.74,-1.07,0.44
MIC2Q,2.61,-1.24,-1.27
41Tlt,-0.05,-0.04,0.08
lAfIs,0.13,-0.47,-0.43
2Pl2h,0.21,-2.18,-2.35
lVigi,-0.4,-0.57,1.13
12wPv,,,
VNDN2,0.5,0.0,0.6
YiItM,-0.25,0.28,-0.04
q8Usx,0.12,-0.21,-0.13
cUXfL,,,
NwiYO,-0.41,0.2,0.25
swN7D,0.53,-0.03,-0.6
3ME1Z,0.95,-0.59,0.34
H2dWX,,,
zVlcJ,,,
D1P0A,0.07,0.47,0.62
3DWLQ,-0.71,0.57,-0.13
gmgdf,2.44,0.86,-3.59
uUido,-0.44,-0.43,1.1
G5Lom,,,
eqocM,0.57,0.67,-1.34
gAwqR,0.0,0.33,0.35
TVImT,1.47,-0.29,1.24
N7JaB,-0.01,0.74,-0.9
DcDGG,,,
AtBd4,0.23,-0.47,-0.33
ydDmh,-0.31,-0.51,1.06
90dPc,-0.61,1.19,0.74
qLpMQ,-0.04,0.05,0.01
sFeQI,0.87,-1.11,0.3
qiBS1,,,
YnP8N,0.75,0.45,1.47
MuxLh,,,
TcEQE,,,
r3CGX,0.19,-0.7,0.66
qT1jC,0.45,0.52,-1.18
lcaFu,-0.08,0.07,0.0
uVMBG,,,
UBFOq,0.26,-1.13,-1.07
vMOZk,-0.45,0.73,0.31
cVFfs,0.75,2.31,3.22
HDIFf,-0.06,0.33,0.35
2fxyD,0.68,-0.94,0.37
ogVwA,1.4,-2.13,-0.81
34lSx,1.4,2.04,3.6
LRies,0.8,0.58,1.72
Y7ltH,0.41,2.26,3.31
97NPv,-0.3,-0.19,0.61
52D3e,0.28,0.61,1.11
3lF3R,-0.09,0.25,0.18
vzH7v,-0.3,0.3,-0.02
4keok,,,
geevn,1.14,0.37,1.84
HVkIt,2.52,0.01,2.8
SQPKr,0.28,0.42,0.84
ja93Q,2.05,-0.72,1.38
rLiRZ,1.06,1.09,-2.4
P816b,1.14,-0.49,0.7
t2K5X,-0.66,0.24,0.48
ucyJY,0.29,-1.08,-0.98
vPijp,-0.57,0.19,0.44
AwUQK,1.19,-1.27,0.17
aBccR,0.35,-0.27,-0.07
6ie50,2.13,0.18,2.45
eoPXx,1.14,-0.56,-0.6
I61C8,0.47,-0.87,-0.51
3DaTJ,0.7,0.09,-0.9
RfK1b,0.16,-0.23,0.1
w1yxp,0.07,0.06,-0.14
ozhgf,1.65,-0.97,-0.72
gPYxZ,-0.09,-1.29,-1.74
9t9sh,1.09,-0.18,1.01
iMXAK,0.15,-1.13,1.15
T7H2I,-0.08,-0.06,-0.17
kMtlL,1.16,-1.26,0.15
Z0r52,-0.55,0.73,-0.24
LgDCd,6.93,-0.84,-3.77
BMHVZ,-0.31,0.3,-0.01
gfmEW,2.19,2.73,-5.69
NQkSn,-0.23,0.38,0.2
cWgFt,1.78,0.04,2.11
vRraq,-0.03,0.72,-0.84
Y3rqc,,,
ZY2Ii,6.62,-1.34,-4.66
b7Vco,0.24,0.29,-0.57
aiLnb,-0.13,2.45,2.41
JgSHc,,,
3G7sv,1.96,-1.52,0.38
WTkfK,-0.09,-2.25,-2.29
jkOUC,-1.0,-1.12,-2.51
dKi3A,0.04,0.27,0.34
5LPGP,-0.37,0.25,0.12
F2vI9,0.6,0.52,1.24
wK6fn,3.9,-2.44,1.35
VGqdO,0.41,1.69,2.15
zp79B,0.67,0.56,1.57
byXsF,0.09,0.09,-0.19
JHJMf,0.16,0.15,0.38
4mTeT,-0.36,0.21,0.13
kJl0z,0.13,-0.45,0.43
ZaqXi,-0.16,1.02,1.09
KZ7sK,0.47,2.57,-3.17
k4ZnV,-0.45,0.31,-0.15
e2cZO,0.52,0.63,1.35
cNOhv,4.84,-3.67,-1.63
FfELu,-0.24,0.72,0.58
GuY22,-0.06,-0.86,1.07
tVNaX,-0.01,-0.06,-0.07
DR7i9,1.65,0.28,-2.56
omUgh,1.73,-0.75,1.0
hlrXq,1.44,-1.44,-0.08
9rRgv,0.45,0.89,1.64
Ybay4,1.57,-1.48,-0.02
NQDa4,0.94,0.07,1.01
1mzos,-0.28,0.08,0.21
N1uAT,0.58,0.0,0.73
hJNUw,4.71,-2.58,1.75
1HBUr,0.57,0.44,-1.16
hlUx9,,,
3S0hy,-0.08,1.54,1.74
p87gg,,,
zONOq,0.08,-0.11,0.03
7gH8U,0.22,0.45,0.83
Fwmcp,-1.22,-0.44,-1.85
i3AbS,3.26,1.01,2.69
K1hKe,-0.01,-0.59,0.8
X1Piw,0.22,0.18,0.45
GlG5a,1.69,-0.86,0.89
NuoNl,0.65,0.31,-1.19
fcTEg,2.21,-0.2,1.48
u9Bls,3.15,0.86,-4.0
3MKuB,1.54,-0.72,-0.85
wgvNi,0.02,-0.13,-0.12
nBHc3,0.91,-0.36,-0.58
KL46D,1.27,-2.58,-1.57
kRyGj,0.17,0.73,1.07
tZ7r6,-1.17,0.25,1.0
n33OY,0.31,-0.72,-0.47
q1imd,-2.38,3.68,-1.31
qvO2m,-1.55,0.49,-1.26
BiQsU,0.55,0.41,-1.01
SZrFu,0.56,-0.09,-0.56
ZaUv6,0.92,-0.04,1.07
vln5b,0.72,1.06,-2.13
syEi2,0.09,1.84,2.2
xE1dT,0.13,0.67,0.92
8vB7M,1.26,1.59,2.93
HpN86,0.19,0.63,1.0
9ttzo,-1.3,-0.31,-1.94
4gVe3,1.01,-0.34,0.75
VvL9e,0.44,-0.96,-0.61
nsYQ2,,,
RnLil,3.22,0.22,-1.78
uiUNR,1.88,-2.26,0.54
QtY2X,0.51,-0.05,-0.55
MK2pt,0.8,0.02,-1.02
ZK8dL,0.79,0.65,1.69
93Taa,-0.44,-0.72,1.42
ZqBhQ,0.09,-0.5,0.54
I2gba,-0.33,0.05,0.33
lSnBs,0.52,0.57,1.34
4CHe3,,,
Jxb4S,1.2,0.1,1.39
VpPFb,-1.74,0.52,1.4
q1Rt1,1.49,-0.03,-1.66
RYeVH,,,
9FwIG,1.34,-0.06,-1.49
R1ZDR,0.98,0.62,1.99
sUCHg,-0.2,-0.38,0.63
sn2E7,5.81,-1.07,-6.24
wM4Fb,0.95,0.34,1.37
ZeyNv,3.45,-2.68,-0.67
1wZYb,0.08,-0.06,0.02
PIKcq,0.71,-1.28,-0.74
KOqgd,0.42,0.11,0.65
a2fSk,,,
DgpKC,0.05,0.45,0.55
bczkZ,0.32,1.4,-2.0
XvcEm,1.03,1.22,2.57
Is68x,0.37,-0.35,0.0
CVyR5,0.25,0.43,-0.81
8YoJa,-0.19,0.31,-0.16
CNQDj,,,
qyKny,0.73,0.44,-1.42
SbLno,0.53,-0.39,0.15
fxyfM,,,
SbvpN,-0.2,-1.49,1.92
4YxoV,1.32,0.72,2.32
OhsT7,1.73,-0.09,1.81
FvxKn,1.03,-0.38,-0.74
J74kK,2.72,-1.93,0.75
bHglG,-2.31,1.73,0.54
nZy4K,0.97,0.89,1.98
20q8C,0.42,-1.08,-0.79
kY2Ov,0.79,0.2,-1.22
pJBLC,0.93,-0.86,-0.03
3sCys,0.21,-0.77,-0.71
cgiwe,,,
2egGe,1.43,-1.11,-0.32
muf7H,0.16,-0.26,-0.1
QlkBZ,0.3,1.53,-1.91
vGJTA,-0.5,-0.45,1.21
juCxf,0.1,-0.16,-0.07
BXlaJ,1.79,0.35,-2.44
jZP1f,0.55,-0.0,0.59
sxQgQ,0.66,-0.08,-0.68
sy55T,-0.4,-0.55,0.97
MCH7S,0.43,-0.45,-0.04
fHP9t,,,
my9qu,-0.54,0.14,-0.45
2Rdwi,-0.24,0.23,0.0
k8EUy,1.57,-0.78,-0.89
cJkpT,0.38,0.15,0.63
XfDFX,2.26,1.92,-4.43
Ppa3g,2.0,1.13,3.67
XYG74,0.58,0.58,1.43
lE3hM,-0.06,-0.13,0.23
vEP04,,,
xBwn7,0.97,0.16,-1.26
oLgxx,-0.2,0.09,0.13
93ol9,1.61,1.98,4.19
EYId1,,,
tNByO,1.29,1.22,2.94
FZs9j,,,
yW6La,0.81,-0.48,0.31
FjFbC,0.24,-0.49,-0.33
ndb7g,-0.17,1.64,-1.69
YM1s3,-1.33,0.46,-0.99
dW8ra,-0.46,0.14,-0.39
r3bT9,-1.02,1.48,-0.6
y5MkR,0.48,0.8,-1.51
5tlwp,0.79,1.66,2.72
7YMkS,2.08,-1.22,-0.82
Dh9lm,0.58,0.39,1.03
x7BPk,1.97,-0.11,-2.13
XKINA,-0.33,0.12,0.25
se31b,,,
nhqG9,3.53,-1.3,-1.77
KTKID,0.13,1.24,-1.66
ui6Aw,0.75,1.17,-2.16
Y3OuB,,,
JXAi7,0.41,-0.25,-0.15
NNBED,,,
RpSQW,0.28,-0.33,-0.07
tHIdi,0.89,0.76,-2.01
wuEHD,3.82,-2.16,-2.13
Y8NXM,0.49,0.44,1.2
TmDeR,1.71,-0.54,1.17
Bp63k,0.6,-1.22,0.78
UhnvE,2.01,-0.19,-2.03
ZElTG,0.56,-0.09,0.51
Cn4rV,0.32,-0.48,0.19
Y7kVy,0.42,-1.33,1.12
QOicT,0.81,0.78,1.85
O9x68,,,
Sbv3I,0.92,0.81,2.06
NRg3X,0.6,0.09,0.85
wx8cz,-0.74,0.59,-0.12
IAv3o,,,
OUfqG,1.07,-0.57,-0.51
cCtCF,0.36,0.25,-0.73
eLUVT,0.85,-2.16,1.67
tvA2C,0.54,0.09,-0.66
fclsa,-1.03,0.26,0.89
A0cMb,1.36,0.5,2.22
maUr6,-0.52,1.18,-0.82
FaVWY,5.46,-2.63,3.27
zV0Vi,0.18,0.81,1.24
os8c9,,,
U7kBx,0.07,0.2,-0.33
65euN,1.49,2.19,-4.11
xan4O,0.63,-0.03,0.74
DdIIL,,,
FRfrP,0.25,-0.31,0.09
IdVVj,,,
rUnQP,0.38,0.54,-1.08
udl7v,0.62,0.54,-1.32
GiEYQ,1.4,0.25,-1.91
SztA3,1.2,0.9,2.27
z0Tzg,1.19,0.47,1.95
SXco6,1.46,-0.33,-1.33
tCeFx,1.09,-0.49,-0.66
qey2I,,,
G2tH9,-0.39,0.58,-0.23
dMD1D,0.16,-1.1,-1.19
imtwm,0.31,-0.24,-0.07
laDpR,,,
UEQIr,1.47,1.62,3.65
g6bZs,-0.72,-2.54,3.33
NWvAS,0.72,0.21,-1.1
u1YiE,,,
YMURZ,-0.19,0.73,-0.69
1uzVN,2.55,2.26,5.42
MtTWp,0.46,-1.0,-0.71
oUkWt,,,
Eu3is,3.05,-0.3,-2.7
3F9Kl,1.37,-1.09,-0.25
oAUfq,-0.21,0.08,0.16
gqZyU,0.07,1.31,-1.69
fWyU8,0.48,-0.93,0.6
Dq35r,1.94,0.07,-2.12
IoI68,0.6,-1.14,0.71
SvRuG,,,
11L1o,-0.27,-0.1,0.38
vkx8v,-0.18,0.16,0.0
BLCOy,0.25,-0.15,-0.1
oDcKq,0.01,-0.13,0.13
wAu5x,-0.19,0.33,-0.18
1Fdil,0.33,0.56,-1.01
jeBzN,-0.14,1.24,-1.36
kcdIT,2.17,-0.23,-2.04
3cpQY,-0.06,0.08,0.03
2JyHn,0.1,0.27,0.47
cSGa8,1.29,1.29,2.95
qwKtX,-0.04,-0.05,0.11
ttCWQ,0.24,-0.09,-0.16
tCCzi,0.4,1.22,2.04
k9OAA,0.22,1.02,-1.56
inY1O,,,
BFN1p,0.29,2.85,-3.63
3GoYh,4.43,-3.37,-1.15
